"ID","CustomerID","AddressID","Status","PaymentMethod","Weight","Shipped","TrackingNumber","DateShipped","TimeShipped"
53,249,299,"PENDING","CASH",14,1,"80563233635247675405","2018-08-03","18:44:16.000"
54,720,278,"OPEN","CASH",77.3,1,"22363213799645138493","2017-11-06","21:20:30.000"
55,645,962,"OPEN","OTHER",64.7,1,"77455545741513358680","2017-11-11","4:38:19.000"
56,147,439,"PENDING","OTHER",2.4,1,"72210740941742820776","2018-03-18","1:25:20.000"
57,964,71,"CLOSED","CHECK",98.3,1,"26950300519252705737","2018-01-21","20:56:06.000"
58,653,53,"PENDING","OTHER",35.9,1,"24850648152149419320","2018-03-11","11:54:51.000"
59,135,395,"PENDING",,80.3,0,"51132277804689735235",,
60,263,786,"CLOSED","CASH",41.3,1,"21035383118163798672","2017-11-14","3:52:27.000"
61,649,140,"OPEN","OTHER",68.7,0,"57097426562428684589",,
62,677,388,"OPEN","OTHER",75,1,"71927232434620899149","2018-05-28","20:56:40.000"
63,23,166,"CLOSED","OTHER",83.5,0,"87767902723305907772",,
64,443,595,,"OTHER",46.5,1,"66227935817648678794","2018-08-23","18:03:04.000"
65,909,959,,"CASH",46.6,1,"31182212892210221761","2018-04-24","7:34:17.000"
66,434,432,"PENDING","OTHER",96,0,"73548017359606089961",,
67,331,901,,"VISA",43.1,0,"32776895623793513840",,
68,637,520,,"CASH",29.2,1,"31250274634487638273","2017-11-22","22:25:51.000"
69,140,46,"PENDING","CASH",69.1,1,"94717201767728094495","2018-05-31","15:23:19.000"
70,870,984,"OPEN","CHECK",58.3,0,"19652316797842483660",,
71,796,226,,"CHECK",59.8,1,"55163506205696172782","2018-02-01","13:16:45.000"
72,651,390,"CANCELLED","OTHER",46.9,0,"79941757803615329527",,
73,977,92,"CANCELLED","CASH",99.5,1,"71247883803138518168","2018-04-10","6:30:47.000"
74,373,211,,"OTHER",34.9,1,"73698051175694199535","2018-04-19","13:31:15.000"
75,326,220,"PENDING","OTHER",56,0,"53117923793157071385",,
76,75,38,"CANCELLED",,95.3,0,"29927210989668779467",,
77,386,375,"CLOSED","OTHER",54.8,0,"86414336581201701944",,
78,605,784,"PENDING","CHECK",54.9,0,"14146086973129171837",,
79,253,605,,"OTHER",65.5,1,"58489624236697625033","2018-06-02","4:02:34.000"
80,874,92,,"OTHER",11,1,"43687740367132824372","2018-06-27","23:28:06.000"
81,640,284,,"VISA",34.6,0,"43803977164918666324",,
82,727,181,"PENDING","CASH",96.4,0,"46147780615790316551",,
83,396,467,,"CASH",41,0,"15703591079669519082",,
84,599,331,"PENDING","CHECK",73.7,1,"92077991077017497778","2017-12-10","4:03:07.000"
85,757,66,"PENDING","CHECK",81.3,1,"56304654661260661366","2018-03-20","10:40:32.000"
86,969,44,"PENDING","CASH",12.3,1,"56203914595431532787","2018-01-13","8:47:27.000"
87,414,963,"CLOSED","VISA",56.4,0,"47651193622286348381",,
88,855,351,"OPEN","VISA",76.9,0,"13875877564805358305",,
89,840,757,"OPEN","CHECK",79.1,1,"85157925519692170553","2018-08-27","13:33:18.000"
90,298,916,"PENDING","CASH",71.5,1,"89799299277847366869","2018-01-16","3:41:07.000"
91,442,170,"PENDING","CASH",45,1,"35955859255565425761","2017-11-22","18:11:04.000"
92,123,460,"PENDING","CASH",58.7,1,"40642894225840402613","2018-04-06","21:01:05.000"
93,532,590,"CLOSED","CASH",1.3,1,"32044176637570306479","2018-01-26","1:12:00.000"
94,417,552,"CLOSED",,26.7,0,"59956060672989866302",,
95,843,471,"CANCELLED","CHECK",28.5,1,"13301676731162800482","2018-01-30","12:07:16.000"
96,442,280,"PENDING","CHECK",37.2,0,"93965249842981250700",,
97,784,866,"PENDING","OTHER",39,0,"52581458618252541395",,
98,279,941,,"VISA",99.6,0,"45385806774125898625",,
99,42,100,"PENDING","VISA",84.3,0,"41241503471024816963",,
100,401,928,"CLOSED","VISA",91.8,0,"77667452545328097232",,
101,14,389,"PENDING","CASH",82.1,0,"79427134395775286491",,
102,43,643,"PENDING",,23.9,0,"24047461035474437172",,
103,192,205,"OPEN","CASH",41.2,1,"29313628886158652909","2018-04-23","20:03:23.000"
104,547,546,,"OTHER",89.6,0,"47126401643241526912",,
105,445,756,"CLOSED","CASH",19.2,1,"86227342241945066330","2018-01-01","1:13:52.000"
106,121,392,,"OTHER",80.4,1,"45603365904718433949","2018-07-30","14:50:17.000"
107,338,689,"PENDING",,87.3,1,"93342721082182439365","2018-08-11","6:50:18.000"
108,97,10,"OPEN","VISA",84.2,1,"72755483093665614050","2018-07-09","10:57:18.000"
109,125,24,,"CASH",88.7,0,"63015862415584320247",,
110,770,951,,,16.6,0,"22947198551964668371",,
111,908,535,"CLOSED","CHECK",69.3,0,"81880174352576663632",,
112,403,191,"CANCELLED","CASH",74.6,0,"15177271992255543392",,
113,715,973,,,61.3,1,"63756453055259509225","2018-02-06","8:48:00.000"
114,869,58,,"CASH",37.8,1,"31795002416602623242","2018-06-10","9:35:09.000"
115,658,839,"PENDING","OTHER",13.8,0,"67389903156284912598",,
116,349,65,"CANCELLED",,56.9,0,"36303614537221603104",,
117,726,168,"CANCELLED","CASH",23.9,0,"25743462906130457503",,
118,505,974,,"CASH",57,1,"52243151728045995866","2018-04-13","15:04:00.000"
119,773,451,"PENDING","CASH",32.1,0,"33659124162139356312",,
120,212,122,,"OTHER",20.9,0,"47692129379108500102",,
121,17,807,"PENDING","VISA",28.1,1,"46760321121780552591","2018-09-10","20:47:47.000"
122,856,442,"PENDING","OTHER",45,1,"93099801783726509449","2018-03-27","9:46:31.000"
123,962,714,"PENDING","CASH",87.8,1,"47787245604357896044","2018-05-09","8:47:15.000"
124,626,530,"OPEN","CHECK",24.6,1,"93279085015824048855","2018-09-16","12:40:39.000"
125,468,626,"PENDING","CHECK",60.8,1,"76034908647747328370","2018-03-08","11:20:17.000"
126,26,765,"PENDING",,56.9,0,"13350979272702032179",,
127,327,579,,"CASH",84.5,1,"53054081518188286697","2018-07-11","23:44:02.000"
128,163,872,"PENDING",,80.1,1,"23352943924059862435","2018-09-21","22:39:51.000"
129,747,384,,"VISA",3.4,0,"92834228171090367335",,
130,824,679,"OPEN","CASH",33.6,0,"87395042942382016071",,
131,797,125,"PENDING","CASH",96.5,1,"80965708838850958316","2018-01-22","5:55:31.000"
132,678,292,"PENDING","CHECK",69.6,0,"15818710399237199462",,
133,602,746,"PENDING","CASH",39.7,0,"34347509572506212951",,
134,251,823,,"OTHER",53.6,1,"89851370509283166924","2018-07-05","12:39:24.000"
135,940,885,"OPEN","VISA",40.2,1,"89828248919456342952","2018-05-16","11:08:18.000"
136,502,129,"PENDING","OTHER",33.1,1,"42003148073962396250","2017-09-27","18:54:14.000"
137,635,283,,"CHECK",15.2,0,"78021693035607972597",,
138,297,946,"PENDING","VISA",26.9,1,"46313846831610097164","2017-11-07","7:02:28.000"
139,464,295,"CLOSED","CASH",12.6,0,"15892167746480595092",,
140,98,294,,"CASH",76.2,1,"42214603341356597190","2018-09-23","11:36:01.000"
141,914,111,"OPEN","CHECK",82,1,"50852505473105747707","2018-02-25","2:40:04.000"
142,59,190,"PENDING",,86.7,1,"86935015532155484444","2018-02-21","23:32:02.000"
143,673,812,"PENDING","OTHER",98.9,0,"94088003575909655695",,
144,728,905,,"CASH",97.4,1,"14828736152964136285","2017-11-03","10:39:59.000"
145,686,712,,"OTHER",69.9,1,"29174015688121149812","2018-07-09","1:24:00.000"
146,381,466,"OPEN","CASH",52.5,1,"76496333011507886263","2018-05-27","11:03:42.000"
147,142,68,,"VISA",39.8,0,"67461519572718465368",,
148,110,416,"PENDING","OTHER",32.4,1,"53298481049213413363","2018-01-03","19:11:55.000"
149,572,896,"CLOSED","CHECK",40.7,0,"35338517948003043739",,
150,970,359,"CANCELLED","CHECK",99.9,0,"57562390866921557340",,
151,431,685,,"CHECK",2.5,1,"92862497209842166230","2018-07-04","12:43:49.000"
152,978,617,"PENDING","VISA",13.3,0,"71244733023741245038",,
153,465,710,"OPEN","OTHER",18.6,1,"15637782657371075286","2017-12-03","5:21:17.000"
154,611,93,,"CASH",78.5,1,"38288370023630496471","2018-07-27","7:14:40.000"
155,239,324,,"OTHER",64.2,0,"10206570542173084438",,
156,831,662,"PENDING","VISA",27.8,1,"42527834235307766933","2018-05-28","20:44:01.000"
157,526,175,"PENDING","CASH",92.1,1,"69306078253834116666","2018-01-10","5:05:40.000"
158,375,836,,"OTHER",87.2,1,"83703656947411133222","2018-08-04","4:21:28.000"
159,974,470,"OPEN","VISA",56.5,1,"26248363524437493667","2017-12-25","19:32:04.000"
160,981,926,,,89.7,1,"20583746459977625315","2018-09-24","14:26:05.000"
161,310,228,"PENDING",,98.3,0,"77092505454879882460",,
162,535,474,"OPEN","CHECK",90.3,1,"70236549004968083119","2018-04-26","20:30:49.000"
163,653,235,,"CHECK",25.2,0,"18073616089933649299",,
164,988,541,"PENDING",,45.7,0,"17765438118340508385",,
165,244,785,,"VISA",92.6,1,"59316191645947720877","2018-04-12","8:03:47.000"
166,190,733,,,15.3,1,"62487274115038274523","2018-02-25","6:49:23.000"
167,663,64,,"OTHER",71.7,0,"84795278302440700427",,
168,991,451,"OPEN","VISA",86,0,"90494657277868758874",,
169,907,421,"PENDING","CHECK",27,1,"71086183908914237195","2018-02-18","17:30:36.000"
170,827,419,"OPEN","CHECK",92,1,"62969690637670862049","2018-03-24","4:37:58.000"
171,221,452,,"CASH",33,0,"56167056223750440898",,
172,594,466,"CLOSED",,79.1,1,"88766432324696938797","2018-09-18","0:53:45.000"
173,775,759,"CANCELLED","VISA",15.3,0,"27881150199789517070",,
174,537,325,"CANCELLED","VISA",14.4,1,"70994350932145280708","2018-01-29","14:26:49.000"
175,186,280,"PENDING","VISA",70.9,0,"49984082435974370020",,
176,442,100,"PENDING","OTHER",90.7,1,"78647069659542112383","2017-12-06","22:14:22.000"
177,81,899,,"CASH",70.4,1,"48417055666003846483","2018-06-15","15:57:54.000"
178,913,898,"PENDING","OTHER",93.2,1,"37469559112053621366","2018-03-05","5:49:40.000"
179,844,57,"PENDING","VISA",53,1,"17965721979855822878","2018-01-16","1:26:38.000"
180,216,584,"OPEN","CHECK",29.6,1,"34823595989943745146","2018-07-21","19:10:50.000"
181,437,466,"OPEN","VISA",5.3,1,"53996763175725022168","2018-08-03","7:43:55.000"
182,116,966,"PENDING","CHECK",59.4,0,"44504885864049906014",,
183,631,67,"CLOSED","OTHER",71.8,1,"82091753828629495743","2018-08-27","11:51:08.000"
184,690,724,,"OTHER",59.4,1,"67212679695580012655","2018-01-24","16:17:18.000"
185,568,423,"OPEN","CASH",24.2,0,"41757771145877682088",,
186,147,676,"OPEN","VISA",81.8,0,"13736949948997645359",,
187,232,459,"OPEN","CASH",85.8,1,"18998439292859419780","2017-12-23","15:01:19.000"
188,286,479,"PENDING","CHECK",74.4,0,"83697193338389928427",,
189,950,112,"OPEN",,97.4,1,"12772026233427663719","2018-05-02","12:17:55.000"
190,555,850,"PENDING","OTHER",91.6,0,"42080138683002891292",,
191,887,172,,"OTHER",62.3,0,"53094306879055724611",,
192,533,304,,"CHECK",15.3,0,"39658728745823357136",,
193,427,229,,"VISA",38.4,0,"40373483221015728542",,
194,923,867,"PENDING","OTHER",20.7,0,"35131469163640163790",,
195,427,382,"PENDING","CASH",52.1,1,"29590153457280479118","2018-04-28","1:28:00.000"
196,894,289,"CLOSED","CASH",20.7,0,"43915468403537878695",,
197,494,451,"OPEN","CHECK",81.9,1,"17578231658317705045","2018-06-21","18:19:37.000"
198,315,151,"OPEN","CASH",77.5,0,"78395902689681601736",,
199,380,337,"PENDING","CASH",30.4,1,"74347937282862204516","2018-07-03","13:32:52.000"
200,114,314,"OPEN","CASH",67.7,1,"18163724601597326723","2018-07-14","19:46:28.000"
201,842,306,"PENDING",,76.2,0,"40930397004380602004",,
202,658,72,"OPEN","CHECK",59.6,0,"17522495895612806502",,
203,154,470,"OPEN","OTHER",98.1,0,"96402576813465080205",,
204,369,437,"OPEN","CASH",36.8,1,"60609734711375912364","2017-11-18","4:26:02.000"
205,682,699,"OPEN","OTHER",7.8,1,"16156932194972672668","2017-12-01","22:35:32.000"
206,477,757,"OPEN",,33.6,1,"77644906392503247947","2017-12-17","10:17:16.000"
207,344,930,"CLOSED","OTHER",6.1,0,"68014722117179675428",,
208,896,493,,"VISA",11.9,1,"22246456837002542527","2018-05-26","15:56:34.000"
209,946,645,"CANCELLED","VISA",57.2,0,"65119305163491280103",,
210,154,635,"OPEN","CHECK",15.1,0,"44205837866694955160",,
211,476,840,"OPEN","OTHER",86.4,0,"40661911366774099551",,
212,75,59,"PENDING","OTHER",88.5,0,"60859513568563679066",,
213,735,285,,"VISA",66.9,1,"20274642992609606648","2018-01-13","1:26:57.000"
214,544,817,,"OTHER",32.6,0,"94040487274377807169",,
215,209,812,,"OTHER",80.2,1,"42166933169016396921","2018-04-29","9:40:32.000"
216,940,267,"OPEN","CHECK",97.9,1,"30690477788277125379","2018-07-29","7:14:05.000"
217,189,992,"OPEN",,41.3,0,"60390588829113541048",,
218,668,34,"PENDING","VISA",75,1,"71713382961358371846","2017-12-26","0:19:34.000"
219,415,632,"PENDING","VISA",20.6,1,"12901268237905275605","2018-06-21","17:40:46.000"
220,879,479,"OPEN","VISA",0.2,1,"75921428937707531050","2018-08-17","18:34:33.000"
221,269,942,,"VISA",63.1,0,"65778162541627323901",,
222,380,925,,"CHECK",59.7,0,"79738036078841326302",,
223,118,478,"PENDING","OTHER",81.5,1,"88844282853306474578","2017-12-23","5:56:50.000"
224,462,544,"CLOSED","OTHER",2,0,"16499625643261210197",,
225,868,960,"OPEN","OTHER",59.3,1,"83398204085215222642","2018-02-14","20:40:35.000"
226,816,643,"PENDING","CASH",2.3,0,"29891163314364296138",,
227,19,661,"PENDING","CHECK",31.7,0,"34344663426481606539",,
228,599,438,,"CASH",77,0,"83159412598150726222",,
229,373,766,"OPEN","OTHER",1.3,0,"37353187226260486145",,
230,876,748,,"OTHER",14.8,1,"58676026791554675223","2017-10-03","13:33:24.000"
231,898,170,"OPEN","VISA",51.2,0,"11367701854059833087",,
232,632,343,"OPEN","VISA",28.8,0,"92434792902377885412",,
233,410,102,,"OTHER",44.2,1,"97744437165707915307","2017-12-25","8:19:29.000"
234,84,336,,"CASH",58.8,0,"93144555289103107721",,
235,247,113,"PENDING",,39.8,1,"55315672031273553464","2017-10-27","13:55:45.000"
236,500,760,,"CASH",82.4,1,"19722135129388715095","2017-11-30","3:35:25.000"
237,927,882,"CANCELLED","OTHER",46.5,1,"11876439937651235821","2018-07-08","16:06:30.000"
238,356,785,"PENDING","CASH",36.5,0,"78876951548012554495",,
239,344,42,"PENDING","CASH",81.9,1,"58393472265568407914","2018-08-21","4:46:36.000"
240,191,596,"CANCELLED","OTHER",89.6,0,"96335352882218386253",,
241,213,58,"OPEN","OTHER",9.9,1,"68210219122918287078","2018-03-22","20:40:31.000"
242,183,846,"OPEN","CASH",5.3,1,"12499321375111881729","2018-09-01","1:00:08.000"
243,645,174,"PENDING","OTHER",66,0,"78827925931176564779",,
244,139,6,"OPEN","VISA",43.2,1,"53106755322322162317","2018-05-20","5:12:51.000"
245,126,235,"OPEN",,14.8,0,"92916995926900528238",,
246,418,626,"OPEN","CHECK",90.8,0,"39612125335507428248",,
247,725,863,"PENDING","VISA",10,1,"38371023046775439180","2017-12-09","15:53:23.000"
248,724,886,"PENDING","VISA",95.4,0,"19012691542522571158",,
249,899,518,"PENDING","CASH",46.9,0,"80444102346112971140",,
250,676,916,"CLOSED","CHECK",44.7,1,"75605816311188817904","2018-09-15","6:00:45.000"
251,314,806,,"VISA",12.9,0,"81641249711345664491",,
252,540,844,"PENDING","CASH",9.6,0,"71767202399734175704",,
253,972,583,"PENDING","CHECK",71.4,0,"57372588349589880134",,
254,156,922,"CANCELLED","VISA",37.1,1,"13717442959206729341","2017-12-17","18:11:12.000"
255,925,625,"OPEN","OTHER",69.7,0,"56455506957536548915",,
256,518,131,,,88,0,"41352197618350234535",,
257,754,480,,"CASH",92.6,1,"43710582761967763625","2018-09-23","13:30:01.000"
258,456,570,"PENDING","CASH",28.3,1,"92808241819986012673","2018-09-19","17:41:03.000"
259,87,500,"PENDING","CASH",91.1,1,"61745938504336175705","2018-03-02","1:24:57.000"
260,614,701,,"OTHER",68,0,"90863113623911605174",,
261,671,615,"PENDING","OTHER",76.6,0,"79583502729608292818",,
262,245,781,"CLOSED","VISA",85.4,0,"80301102678471565807",,
263,340,47,"CANCELLED","OTHER",40.6,0,"32694698434018877467",,
264,396,714,"OPEN","OTHER",30.2,1,"11291016313705038705","2018-05-16","15:22:31.000"
265,824,323,"CLOSED","VISA",94.4,0,"81775029617059407603",,
266,107,274,"CLOSED","VISA",41.8,1,"34677775508983332133","2018-07-15","3:05:14.000"
267,818,459,,,42.6,1,"79485219408162191545","2017-10-10","19:28:15.000"
268,652,102,,"OTHER",17.6,1,"37666114075747466960","2017-10-14","21:47:43.000"
269,205,432,"CLOSED","CASH",25.7,1,"90328738873077629041","2018-06-10","13:36:34.000"
270,532,370,"OPEN","CHECK",7.4,0,"97111029706626502118",,
271,26,897,"OPEN","CHECK",57.3,0,"48786149599232650364",,
272,607,797,"PENDING",,29.7,1,"87724297756583588271","2018-09-11","6:43:31.000"
273,115,465,"OPEN","CASH",89.6,1,"49209072024686680718","2017-12-28","13:29:30.000"
274,744,410,,"VISA",90,0,"51545389423726205147",,
275,187,504,"OPEN","OTHER",87.2,1,"14082856783521296798","2018-04-12","6:17:12.000"
276,816,182,"CANCELLED",,27.4,0,"98451796005061289515",,
277,978,816,,"CHECK",4.6,1,"11970756582097436746","2017-11-18","10:28:26.000"
278,691,217,,"OTHER",73,0,"91021309127728253456",,
279,479,607,"OPEN","OTHER",80.9,0,"72151775316110172263",,
280,24,187,,"CHECK",86.4,1,"61195472169555507893","2018-04-22","7:32:02.000"
281,243,29,"CLOSED","OTHER",17.2,1,"21232085763864070646","2017-10-29","16:31:44.000"
282,984,685,"PENDING","CHECK",11.1,0,"62429763574439396916",,
283,272,653,"PENDING","OTHER",17.8,0,"82281525194171520044",,
284,28,739,"CANCELLED",,25.2,0,"51636165327640301633",,
285,655,673,"OPEN","CHECK",41.3,1,"89833937369964532052","2017-10-05","4:42:02.000"
286,60,634,,"VISA",11,0,"48371402144453107471",,
287,823,551,"OPEN","CHECK",96.2,0,"71144884325496770969",,
288,408,717,"PENDING","OTHER",26.1,1,"87598906175931558145","2018-06-12","9:43:05.000"
289,768,681,"OPEN","OTHER",47.1,1,"15889701076339943904","2018-05-11","13:01:14.000"
290,1,510,,"VISA",49,0,"52689103452669218817",,
291,179,171,"CANCELLED","VISA",18.3,0,"51475394422613764110",,
292,598,356,"OPEN","CASH",91.2,0,"12201966895948634750",,
293,753,236,"CLOSED","VISA",39.9,1,"52926573766558129142","2018-01-19","15:32:32.000"
294,277,220,,"CHECK",7.6,1,"49038188146131907627","2018-06-05","15:01:52.000"
295,23,359,"OPEN","OTHER",35.5,0,"42012824558877067464",,
296,958,701,,"OTHER",38.4,1,"61798526731637499680","2018-01-22","19:11:06.000"
297,629,332,"OPEN","VISA",55.6,0,"42325743713736470028",,
298,767,307,"CANCELLED","OTHER",40.2,0,"64045750833165649092",,
299,41,270,"PENDING","CHECK",17.7,1,"20735778812686476245","2017-10-03","3:46:08.000"
300,536,499,"CLOSED","CHECK",78.9,1,"72147943592500914232","2018-04-03","20:30:50.000"
301,70,601,"PENDING","OTHER",68.8,1,"78535016627468295309","2018-04-30","2:21:43.000"
302,815,521,"OPEN","CASH",58.5,1,"88335689229518726716","2017-12-23","2:22:46.000"
303,842,594,"PENDING","CASH",65.2,0,"30955755638553795975",,
304,22,673,"OPEN","CASH",69.5,0,"19548680636167631241",,
305,94,183,"CANCELLED","VISA",89.8,1,"19185493356673228130","2017-11-23","21:45:38.000"
306,875,273,"PENDING","OTHER",93.9,1,"32757948661649400600","2018-02-16","2:43:56.000"
307,543,469,"PENDING","OTHER",37.3,1,"29438690467338617282","2018-03-07","4:26:14.000"
308,689,435,,"CHECK",79.4,0,"64506538677974437477",,
309,741,474,"PENDING",,96.3,1,"58902146171152313255","2018-07-14","2:02:09.000"
310,164,207,,"OTHER",59.6,1,"22853364839792071864","2018-01-21","9:55:42.000"
311,549,295,"PENDING","VISA",77.2,0,"79027562141961595144",,
312,400,752,"CANCELLED","OTHER",87.6,0,"48769076586579682641",,
313,446,159,"OPEN",,36.6,1,"57092048713908583233","2018-02-22","15:14:58.000"
314,36,997,"OPEN","VISA",85,0,"43964398702749026960",,
315,31,100,"CANCELLED","OTHER",84.5,0,"80405249228682474672",,
316,183,649,"PENDING","CASH",1.2,1,"68292401339831470813","2018-04-20","11:44:51.000"
317,292,308,"PENDING","OTHER",37.8,1,"91201664407064088848","2018-01-18","13:49:08.000"
318,338,974,"OPEN","VISA",43.5,1,"68003216336463142042","2017-12-11","23:11:27.000"
319,717,978,"CLOSED","CHECK",81.7,1,"95033879752486457847","2017-12-25","22:47:41.000"
320,829,861,,"VISA",78.1,1,"78758503716514215357","2018-04-05","15:24:19.000"
321,120,741,"OPEN","OTHER",89.5,1,"86350972209217372675","2018-03-29","0:00:57.000"
322,10,494,"PENDING","OTHER",1.4,0,"74198882316630308908",,
323,768,650,"OPEN",,46.8,1,"62221593166105255508","2018-02-28","4:14:23.000"
324,810,244,,,59.4,0,"44759594184111437120",,
325,541,666,"OPEN","OTHER",51.7,0,"83997980642468689314",,
326,9,191,"PENDING","OTHER",55.4,1,"33043573005918043162","2018-04-06","17:34:22.000"
327,528,116,"CLOSED","OTHER",90,0,"65794648462630496363",,
328,352,944,"CANCELLED",,23.4,0,"17335731992265900091",,
329,17,13,,"CASH",83.9,0,"29796913955534378957",,
330,124,377,"CANCELLED","VISA",46.5,1,"40724199495418787781","2017-11-30","1:21:37.000"
331,119,612,,"CHECK",27.2,1,"72422012667710486192","2017-11-21","20:01:44.000"
332,162,803,"CLOSED","OTHER",34,1,"69346815386873931691","2018-01-26","19:49:37.000"
333,732,898,"PENDING","CHECK",66.7,0,"15251906096219410302",,
334,931,150,,"OTHER",63.1,0,"36827435069133543628",,
335,819,393,"OPEN","CASH",86.2,1,"62612640012594150206","2018-01-08","21:33:17.000"
336,66,468,"PENDING",,62.2,1,"12986683125448707604","2017-10-25","1:54:53.000"
337,554,250,"CLOSED","OTHER",97.3,1,"77659464147817604043","2018-07-04","12:21:59.000"
338,513,588,"PENDING","VISA",24.5,1,"50988523714381690915","2017-10-26","13:52:21.000"
339,29,34,"OPEN","OTHER",19,1,"66950630512550455327","2018-08-25","17:37:08.000"
340,159,54,"PENDING","VISA",67.7,0,"83501290974836803187",,
341,772,735,"PENDING","OTHER",24.3,0,"20014411624813368778",,
342,24,42,,"OTHER",95.3,0,"64936855055002595792",,
343,183,727,,"CASH",87.3,0,"37960962455364073797",,
344,3,968,"PENDING","OTHER",4.8,1,"84267236668877153347","2018-09-03","16:16:47.000"
345,384,290,"OPEN",,49.8,0,"53963934187478330548",,
346,64,656,"OPEN",,15.7,1,"71207978792720867317","2018-04-29","22:13:19.000"
347,335,655,"OPEN",,60.3,0,"92022196207114392031",,
348,889,407,"PENDING","OTHER",83.6,1,"35012411833217016534","2018-02-09","1:54:26.000"
349,739,8,"PENDING","OTHER",74.6,0,"41761206805717661948",,
350,854,832,"OPEN","OTHER",46.2,0,"80216161799690942635",,
