ID,CustomerID,AddressID,Status,PaymentMethod,Weight,Shipped,TrackingNumber,DateShipped,TimeShipped
44,399,290,OPEN,CREDITCARD,,0,,,
45,145,886,COMPLETE,CHECK,40.15,1,902226B8DB852A86664B1DD3E74948E2A3042FA7E,2018-09-04,22:27:26.163Z
46,114,324,OPEN,CHECK,,0,,,
47,321,639,OPEN,CREDITCARD,,0,,,
48,159,545,RETURNED,CREDITCARD,94.65,1,55320CB5EC16153FCA948F476816AD3A8B6B545EEB5C20D59BBE640,2018-04-28,08:45:47.594Z
49,724,393,OPEN,GIFTCARD,,0,,,
50,838,23,PENDING,CREDITCARD,,0,,,
51,690,842,CANCELLED,CREDITCARD,,0,,,
52,613,697,RETURNED,CREDITCARD,3.55,1,30164DF71C95345E703AB8A2D832AF3EA6BA4EDD49E78,2018-06-07,07:42:43.847Z
53,650,398,SHIPPING,CASH,79.93,0,,,
54,625,782,PENDING,GIFTCARD,,0,,,
55,320,464,COMPLETE,CREDITCARD,36.51,1,1258397FFB763CBCEC048A66BDB85E568F285,2017-03-25,06:52:41.398Z
56,419,284,SHIPPING,CASH,90.82,0,,,
57,875,201,RETURNED,CHECK,90.52,1,462838AA965523DC7A09E7D724F3FCE72775F158B1F,2018-09-29,18:51:07.414Z
58,125,196,PENDING,GIFTCARD,,0,,,
59,171,792,CANCELLED,CREDITCARD,,0,,,
60,500,956,OPEN,CASH,,0,,,
61,569,56,COMPLETE,CHECK,19.37,1,31970A35D6F171B9425F92BC10B47223B02F7DEA08EAC02910536CC8016EE,2018-09-16,08:50:03.725Z
62,309,789,COMPLETE,CREDITCARD,57.46,1,17918DB734FCFCF5C3AC6C27F53BC37E53DB9,2018-10-21,03:12:12.555Z
63,938,85,SHIPPING,CASH,75.28,0,,,
64,79,825,OPEN,CHECK,,0,,,
65,18,762,COMPLETE,CREDITCARD,68.03,1,80466FF29CC03809C14A357DF60369718F2FDA22BEB61879E66FD3035A2C8,2018-06-10,06:47:49.842Z
66,340,183,OPEN,CREDITCARD,,0,,,
67,589,894,OPEN,CASH,,0,,,
68,640,392,SHIPPING,CHECK,73.5,0,,,
69,539,959,COMPLETE,CREDITCARD,7.1,1,2539263028FBD9056A6310FC8664DF5DF1DE7,2018-01-19,19:08:10.382Z
70,933,362,OPEN,CHECK,,0,,,
71,67,793,OPEN,CREDITCARD,,0,,,
72,701,378,PENDING,CHECK,,0,,,
73,56,172,PENDING,CHECK,,0,,,
74,702,378,RETURNED,CASH,15.7,1,401939A8E6546A41E0C74DC454DCADF62D446B2D95C0117BC02FDF9EA852F5E01,2018-07-08,15:56:46.663Z
75,105,78,CANCELLED,CREDITCARD,,0,,,
76,954,983,SHIPPING,GIFTCARD,12.64,0,,,
77,389,946,RETURNED,CREDITCARD,1.67,1,383541400001A0F0E26DE0959139ECEA808CAFA2BC31D4ECF6002047DFC6A046A,2018-06-11,07:58:54.073Z
78,702,784,SHIPPING,CREDITCARD,13.61,0,,,
79,408,627,SHIPPING,GIFTCARD,11.77,0,,,
80,642,62,COMPLETE,CHECK,32.06,1,8054467BC4881EC95D1F1511D598FE97B6AB4178A61755A,2018-05-27,01:26:11.667Z
81,774,822,PENDING,GIFTCARD,,0,,,
82,587,301,COMPLETE,CHECK,13.65,1,585266F6F0ED7D6EECBCFAE46AF244811846A08EE450D,2018-04-16,16:55:20.955Z
83,903,632,OPEN,CHECK,,0,,,
84,221,985,COMPLETE,CREDITCARD,93.09,1,9228220336D41AFB5CB26DA7852E440C284E26C24,2018-08-26,15:57:26.882Z
85,700,339,COMPLETE,CASH,37.82,1,77379EE05C521CE2B495B46B03BD9368E2032A61794B1E1F65039A29C,2018-01-26,08:44:56.276Z
86,630,510,OPEN,CASH,,0,,,
87,697,66,COMPLETE,CHECK,3.4,1,83062CBD3AED2C38441D56AF94665A20AC66D4E,2018-10-19,06:37:11.818Z
88,695,517,OPEN,CHECK,,0,,,
89,834,782,PENDING,CREDITCARD,,0,,,
90,785,467,RETURNED,CASH,48.35,1,160728C9C01C8D8CD249E967E5C45860BC8D379E1F864CDDF,2018-10-24,11:21:13.031Z
91,255,214,SHIPPING,GIFTCARD,90.15,0,,,
92,253,992,RETURNED,CHECK,74.33,1,71113ECBA8CB3AA00509D2A5ADF2FE6112441AC723F3CF99E30C121ADEE6F0E40C5,2018-10-10,02:47:08.922Z
93,910,603,SHIPPING,CREDITCARD,36.98,0,,,
94,40,8,PENDING,CREDITCARD,,0,,,
95,485,876,COMPLETE,CASH,99.97,1,2669070C600411B7CA80824D2EA6AA8F540D7553FCCE363579C9C7EE7A458,2017-08-11,00:35:55.044Z
96,80,309,COMPLETE,CREDITCARD,14.56,1,45236763826CA8269E0471E042CB7AE271F8F,2018-07-17,18:20:52.464Z
97,47,649,SHIPPING,CASH,82.94,0,,,
98,92,831,SHIPPING,CASH,28.34,0,,,
99,399,456,COMPLETE,CHECK,75.49,1,56057E129FDF3EC15A4FFEF5A0F67A88EA54C2FD62175836E52726CBCFF3678CF38,2018-10-20,17:22:51.010Z
100,912,441,SHIPPING,CASH,83.08,0,,,
101,600,901,CANCELLED,GIFTCARD,,0,,,
102,845,512,OPEN,CASH,,0,,,
103,32,929,OPEN,GIFTCARD,,0,,,
104,989,187,PENDING,CREDITCARD,,0,,,
105,550,881,PENDING,CASH,,0,,,
106,193,862,OPEN,CHECK,,0,,,
107,826,264,PENDING,GIFTCARD,,0,,,
108,76,997,SHIPPING,CREDITCARD,43.81,0,,,
109,35,248,SHIPPING,GIFTCARD,73.04,0,,,
110,61,42,PENDING,CASH,,0,,,
111,158,794,OPEN,GIFTCARD,,0,,,
112,225,263,CANCELLED,CREDITCARD,,0,,,
113,44,31,COMPLETE,CASH,36.47,1,51354E5D64BF3F061CB7B38ECAD3157959B12F93EFDE61D8EB896ED704B67,2018-07-31,23:41:11.383Z
114,682,708,OPEN,CREDITCARD,,0,,,
115,969,972,OPEN,CHECK,,0,,,
116,919,575,OPEN,CREDITCARD,,0,,,
117,800,398,RETURNED,CREDITCARD,53.95,1,4830186E21251898C5F64A2245E1AF9771701,2017-06-24,17:00:25.074Z
118,190,806,COMPLETE,GIFTCARD,13.21,1,659238D18AC9F0E96B7467CEF3EE475F70439CE71662515B2E9,2018-03-20,11:21:23.168Z
119,817,602,OPEN,CHECK,,0,,,
120,717,749,OPEN,CHECK,,0,,,
121,212,988,CANCELLED,CASH,,0,,,
122,166,570,COMPLETE,CHECK,39.21,1,51777F8DF1B7812F835688DFF1B7206C9C1C4D13C,2018-10-11,13:51:49.479Z
123,403,342,COMPLETE,GIFTCARD,7.32,1,70624B1DB17AFC7C1CA9CF2455F78DF58F10444625B9F52,2018-03-19,00:03:31.696Z
124,182,866,OPEN,CHECK,,0,,,
125,921,107,RETURNED,GIFTCARD,38.31,1,1045639B93CC1A72FD577600A53CFE448DDD3F36BFC9F27BC765489,2017-10-03,08:48:56.383Z
126,577,118,SHIPPING,GIFTCARD,50.03,0,,,
127,321,169,OPEN,GIFTCARD,,0,,,
128,253,274,OPEN,CREDITCARD,,0,,,
129,297,304,OPEN,CHECK,,0,,,
130,557,636,PENDING,CREDITCARD,,0,,,
131,308,475,OPEN,CREDITCARD,,0,,,
132,69,406,PENDING,CREDITCARD,,0,,,
133,322,557,SHIPPING,CASH,68.71,0,,,
134,912,781,SHIPPING,GIFTCARD,69.44,0,,,
135,8,450,SHIPPING,CASH,39.81,0,,,
136,276,274,COMPLETE,CHECK,89.51,1,259808BB73559E19E1FA3525B741447F403DC5369300C02E773,2018-10-12,04:00:41.321Z
137,314,523,SHIPPING,CHECK,77.3,0,,,
138,495,884,OPEN,GIFTCARD,,0,,,
139,245,822,COMPLETE,CHECK,75.8,1,31630CAA977F1005182119A2428ADB66AED45FAE1DE88BD5567BFD6303726959A0E,2018-02-12,07:15:33.623Z
140,518,540,SHIPPING,CASH,17.41,0,,,
141,597,706,OPEN,CASH,,0,,,
142,434,316,OPEN,CASH,,0,,,
143,168,988,PENDING,CHECK,,0,,,
144,592,350,RETURNED,CREDITCARD,35.16,1,28767E98B595F254262D78BFEB5A69978C2573C4EDC1AD2F19E022EDC,2018-08-26,00:19:38.805Z
145,24,496,RETURNED,CASH,92.05,1,94973501C722CDE6308E1C942F94128A3CE4B39A9BF96EF5CEEDDD627,2018-04-21,14:04:29.254Z
146,53,936,SHIPPING,GIFTCARD,97.47,0,,,
147,292,362,PENDING,CHECK,,0,,,
148,278,223,CANCELLED,CASH,,0,,,
149,480,804,SHIPPING,CREDITCARD,53.19,0,,,
150,486,972,PENDING,GIFTCARD,,0,,,
151,479,510,COMPLETE,CREDITCARD,45.99,1,47453200A7987A1752074E0FDA77A1D9D2EF550DA,2018-04-06,17:26:58.442Z
152,952,626,RETURNED,CHECK,45.63,1,5180001D7F7D96609A7B5596D254F1D94E7E40E35,2018-06-03,13:09:26.793Z
153,102,706,OPEN,CREDITCARD,,0,,,
154,763,63,COMPLETE,CASH,97.02,1,52733752C586D19C385C0EEF7E0402EC17129327273B7E9,2018-09-26,20:30:18.898Z
155,996,35,COMPLETE,CHECK,11.17,1,7626986C3490FB8029DB17F185EFA49705ED039A08118D8B7,2018-06-15,08:42:47.329Z
156,289,199,OPEN,CREDITCARD,,0,,,
157,399,234,CANCELLED,CHECK,,0,,,
158,181,787,SHIPPING,CHECK,6.68,0,,,
159,51,90,SHIPPING,CASH,32.98,0,,,
160,255,681,RETURNED,CHECK,82.16,1,41739A3B20567F5190E646D2B3F661DFE65DADC9D28EE53,2018-09-25,13:14:59.858Z
161,945,190,PENDING,CASH,,0,,,
162,585,438,OPEN,CREDITCARD,,0,,,
163,578,535,COMPLETE,GIFTCARD,9.25,1,928761EAFC66CA70EEDA76F78C6A44207DFA4F7730A14252F0912,2017-05-23,20:37:39.010Z
164,69,422,OPEN,CHECK,,0,,,
165,829,757,COMPLETE,GIFTCARD,47.7,1,84837991B254FB7874315AA85D253281F697843B8,2018-07-10,05:37:07.169Z
166,79,299,COMPLETE,CASH,68.16,1,10919A2EDABCD772CD3D2D4C36965ED9AE83D0AAC94EC5FC0,2018-06-19,22:04:06.893Z
167,6,545,PENDING,CHECK,,0,,,
168,417,756,COMPLETE,CASH,33.71,1,,2018-02-19,18:27:29.341Z
169,934,893,OPEN,CREDITCARD,,0,,,
170,386,441,COMPLETE,CHECK,29.27,1,10389E78A049BBAA7D6420982C1580AD5810AEEC8501F5B9452,2018-07-26,20:15:37.023Z
171,476,741,PENDING,GIFTCARD,,0,,,
172,907,820,SHIPPING,GIFTCARD,42.63,0,,,
173,219,52,COMPLETE,CREDITCARD,69.41,1,95841DF1A15B7EC96FAA7476F4C28B7E90DFC46B20359B1C3A816961404AB8E128C,2018-09-17,15:21:40.232Z
174,194,814,OPEN,CREDITCARD,,0,,,
175,437,264,PENDING,CHECK,,0,,,
176,718,799,CANCELLED,GIFTCARD,,0,,,
177,532,330,PENDING,CASH,,0,,,
178,318,98,SHIPPING,CHECK,55.31,0,,,
179,464,442,RETURNED,CREDITCARD,67.11,1,981605E151E4FA52384BE3ADF7ED0EAC3397DA8,2018-06-26,08:46:45.449Z
180,745,2,COMPLETE,CASH,81.56,1,434274E44CA36454C648921970C42585EE329,2018-06-18,19:47:56.833Z
181,514,709,OPEN,CASH,,0,,,
182,522,265,OPEN,GIFTCARD,,0,,,
183,999,435,RETURNED,CHECK,8.52,1,51813E1DDEE9B401CAF41008A0F53CB35ECF3004583F6C4,2017-04-27,23:16:42.328Z
184,573,794,PENDING,CREDITCARD,,0,,,
185,566,705,OPEN,CASH,,0,,,
186,793,405,CANCELLED,CASH,,0,,,
187,354,709,OPEN,GIFTCARD,,0,,,
188,367,622,COMPLETE,GIFTCARD,48.78,1,17970EF89B54518792B6A9D71933BD1AB3E1AD8298FD5DFFF9C5D10815F69,2018-10-01,21:41:40.718Z
189,763,448,COMPLETE,CHECK,8.64,1,646634EB4830200F5F0F76DDE2F2C3100FC0605487EE0384FBD5AE258C4A1FA,2018-09-10,01:45:38.123Z
190,37,649,PENDING,GIFTCARD,,0,,,
191,623,211,PENDING,CREDITCARD,,0,,,
192,766,978,OPEN,CHECK,,0,,,
193,86,389,COMPLETE,GIFTCARD,91.94,1,31003232159B24BA31FD39FBF1BACFCC1EBB0DDC6DB3746,2018-01-17,23:40:44.448Z
194,567,154,OPEN,CASH,,0,,,
195,45,91,OPEN,CHECK,,0,,,
196,837,840,RETURNED,GIFTCARD,62.43,1,94222501F515E78ED73EDC0CD36A201858E256D7016207E84CC4416131E,2018-06-14,08:26:11.043Z
197,920,999,SHIPPING,GIFTCARD,38.86,0,,,
198,255,614,SHIPPING,CHECK,17.06,0,,,
199,945,369,RETURNED,CHECK,48.38,1,48412AB1883741FA307BA86EB46B87A7140CDB9A43DB250F49CC2E9D8,2018-03-07,07:41:45.123Z
200,779,695,CANCELLED,CREDITCARD,,0,,,
201,246,830,PENDING,CASH,,0,,,
202,581,722,OPEN,CHECK,,0,,,
203,709,453,RETURNED,CREDITCARD,18.78,1,5224500433C3A72ABAF417B079FDBFE6B0C212650,2017-06-24,03:59:51.339Z
204,30,866,SHIPPING,CREDITCARD,61.03,0,,,
205,521,475,RETURNED,GIFTCARD,64.97,1,359225ED7E7B5C01884564A3839477B8750EF0E1C2F8C,2017-12-27,23:55:47.849Z
206,295,299,PENDING,CASH,,0,,,
207,397,476,COMPLETE,CREDITCARD,75.97,1,46794F37872F6BC49762BA38106C066F526CFD771,2018-08-22,02:22:22.883Z
208,215,877,SHIPPING,CREDITCARD,95.71,0,,,
209,769,733,COMPLETE,CASH,52.99,1,63703B60A01044CA0A2D9F6938514427820D946770037B7CC79A636,2017-11-20,09:04:29.725Z
210,929,409,OPEN,CASH,,0,,,
211,374,104,COMPLETE,CREDITCARD,97.81,1,65081853B5CC253308B65771443C167AC6BCE,2018-08-20,13:25:23.414Z
212,563,777,CANCELLED,CASH,,0,,,
213,256,982,CANCELLED,CASH,,0,,,
214,506,382,CANCELLED,CREDITCARD,,0,,,
215,768,956,SHIPPING,CASH,50.63,0,,,
216,344,318,COMPLETE,CHECK,55.56,1,291984FC039B68283FAB913FEA0F5C1438201,2018-09-03,21:17:55.653Z
217,619,326,OPEN,GIFTCARD,,0,,,
218,215,564,PENDING,CASH,,0,,,
219,53,14,PENDING,CASH,,0,,,
220,207,596,COMPLETE,GIFTCARD,52.24,1,75823F97719F0DA4A86FB98A9C6D57B96325F,2018-09-16,19:59:34.783Z
221,359,226,PENDING,GIFTCARD,,0,,,
222,86,483,SHIPPING,CREDITCARD,13.56,0,,,
223,358,70,OPEN,GIFTCARD,,0,,,
224,596,240,OPEN,CASH,,0,,,
225,878,837,RETURNED,CREDITCARD,68.52,1,32652EE2118B00DFCFCEAD1A03AAD736E2E2B618D1E13E8F880,2018-09-22,16:38:59.358Z
226,78,983,OPEN,CHECK,,0,,,
227,699,236,RETURNED,CASH,15.37,1,701672C5BB61F24194FC01B01694FAFB279B4E104302676CBD86C17E5,2018-10-15,09:29:22.221Z
228,703,876,CANCELLED,CREDITCARD,,0,,,
229,10,472,RETURNED,GIFTCARD,3.28,1,488996EC96C2A8405AF9ACB5982E81144E52AD7E25FEDF508EB22BC2092BB,2017-09-29,07:44:21.085Z
230,466,46,SHIPPING,CHECK,55.73,0,,,
231,785,473,CANCELLED,CHECK,,0,,,
232,353,280,PENDING,CREDITCARD,,0,,,
233,84,403,OPEN,CHECK,,0,,,
234,331,804,SHIPPING,CHECK,91.94,0,,,
235,183,379,RETURNED,CREDITCARD,15.85,1,73454D5462102DF9EB40533E47384894C1ED5,2018-10-25,10:16:35.377Z
236,932,136,OPEN,CHECK,,0,,,
237,90,633,OPEN,CASH,,0,,,
238,17,636,PENDING,CASH,,0,,,
239,919,443,CANCELLED,CREDITCARD,,0,,,
240,711,871,OPEN,CHECK,,0,,,
241,702,605,RETURNED,CHECK,19.17,1,893249075E831971FA777862F33F01C6C7FFC198A46CB,2018-06-29,16:57:52.626Z
242,983,709,COMPLETE,CHECK,55.85,1,4088022934B75EB89FECD09592305E6F4B9D5F57FA4150A,2018-10-10,20:55:29.768Z
243,835,642,OPEN,CHECK,,0,,,
244,768,125,SHIPPING,CREDITCARD,49.61,0,,,
245,964,169,RETURNED,GIFTCARD,11.14,1,18056D0B08413CB8A312A309B6A196609B79CE11A8E6CFC50C5,2017-07-24,19:05:34.107Z
246,387,52,SHIPPING,GIFTCARD,66.25,0,,,
247,832,848,OPEN,GIFTCARD,,0,,,
248,7,776,OPEN,CREDITCARD,,0,,,
249,606,662,SHIPPING,GIFTCARD,5.65,0,,,
250,40,815,PENDING,CHECK,,0,,,
251,273,839,COMPLETE,CREDITCARD,80.12,1,619546C8626D474EEF7C05D4A4CA56B4C8D075F37ECF89B1FB42929C5E4B8E3,2017-03-02,14:48:45.804Z
252,27,724,CANCELLED,CHECK,,0,,,
253,679,384,PENDING,CHECK,,0,,,
254,118,634,RETURNED,GIFTCARD,21.14,1,80479768009A1FD8A1CBC5AAA44AB1B87C073CDC35C0B1F349748E9F92A9D,2018-10-25,18:53:27.809Z
255,872,502,COMPLETE,CHECK,90.54,1,67520A6EBA88530B62AF3DF309CE9AAE4D620,2018-05-01,03:56:26.710Z
256,491,657,RETURNED,CASH,52.35,1,5940325AB28746909EC18F6DB714459A7EFC8386B,2018-08-10,05:46:15.061Z
257,863,923,OPEN,CREDITCARD,,0,,,
258,232,823,COMPLETE,CASH,17.91,1,473089E3C7E60F3A033AEA3E5EEA7D39EA9EFB521E9BE495EEDF278AC48,2017-11-19,07:38:57.025Z
259,200,95,SHIPPING,CHECK,36.13,0,,,
260,561,873,CANCELLED,CHECK,,0,,,
261,776,755,COMPLETE,CASH,12.88,1,832126CD7F4A55E8C223C051ACADFFCEB1FED9FB2736FECAA5EC6B0AFEBBA,2018-08-05,07:33:22.496Z
262,111,403,SHIPPING,CREDITCARD,77.94,0,,,
263,591,831,COMPLETE,GIFTCARD,16.38,1,1356703A181E604CFB1EE7BE1FDC9DF2A8448E0141688E4FB9C51BCA5,2018-08-06,02:34:02.076Z
264,361,433,RETURNED,GIFTCARD,41.59,1,960869F9BB9D9405E966DAE6B1557F8DE1C379E98153BAB1F0A641CE18F4B0B,2018-04-04,05:08:39.149Z
265,304,777,COMPLETE,CHECK,25.72,1,1167628B776EB1E4DADE7D83914DD1D8F28CA2A3E595C7A210FFB,2018-07-23,20:07:13.903Z
266,890,486,PENDING,GIFTCARD,,0,,,
267,538,356,OPEN,GIFTCARD,,0,,,
268,947,893,PENDING,CASH,,0,,,
269,57,95,COMPLETE,CASH,86.27,1,36652BC5FEF0AA0F56913011E9443E6EF5B80CDB9E55A679A26B11793DE9D68,2018-09-17,11:57:05.722Z
270,722,738,SHIPPING,CREDITCARD,61.06,0,,,
271,626,234,OPEN,CHECK,,0,,,
272,188,352,COMPLETE,GIFTCARD,82.59,1,274321CB7AB64B94191112119409A14CDBA6645FDF2D371A4475D8506C4,2018-08-05,04:11:37.015Z
273,123,229,SHIPPING,GIFTCARD,80.06,0,,,
274,864,47,CANCELLED,CREDITCARD,,0,,,
275,758,874,CANCELLED,GIFTCARD,,0,,,
276,747,227,OPEN,CHECK,,0,,,
277,311,339,OPEN,CREDITCARD,,0,,,
278,77,415,COMPLETE,CHECK,99.47,1,49977A161F5E387D38D59944873756FDB3CAF,2018-06-08,11:10:09.156Z
279,902,687,SHIPPING,CHECK,31.42,0,,,
280,183,431,OPEN,CREDITCARD,,0,,,
281,834,117,OPEN,CHECK,,0,,,
282,292,873,CANCELLED,CREDITCARD,,0,,,
283,768,171,RETURNED,CHECK,25.76,1,348644F8707403028C3C287F41840832C257389E72400,2017-09-25,09:42:39.008Z
284,328,456,OPEN,CHECK,,0,,,
285,275,993,COMPLETE,GIFTCARD,99.59,1,405086F13C6D8390BDDC9C43217BD0F2EB0BD0D0F5CC26397A5567AE1DD7AA7ED24,2018-01-24,09:13:14.588Z
286,375,897,OPEN,GIFTCARD,,0,,,
287,494,528,CANCELLED,CREDITCARD,,0,,,
288,680,783,OPEN,CREDITCARD,,0,,,
289,989,76,SHIPPING,CASH,81.89,0,,,
290,593,564,PENDING,CHECK,,0,,,
291,961,452,SHIPPING,GIFTCARD,23,0,,,
292,567,614,SHIPPING,CASH,40.11,0,,,
293,906,430,SHIPPING,GIFTCARD,50.69,0,,,
294,244,763,CANCELLED,CASH,,0,,,
295,565,187,CANCELLED,CASH,,0,,,
296,101,346,SHIPPING,CASH,74.86,0,,,
297,51,293,OPEN,CASH,,0,,,
298,105,85,OPEN,CHECK,,0,,,
299,378,995,COMPLETE,GIFTCARD,35.18,1,56059B89EDF781C82B7C22855BF55ADF756E76FE2A0B1ED,2018-07-03,12:55:45.127Z
300,424,41,PENDING,CREDITCARD,,0,,,
301,593,420,SHIPPING,GIFTCARD,49.74,0,,,
302,648,471,SHIPPING,CHECK,63.26,0,,,
303,991,162,OPEN,CREDITCARD,,0,,,
304,372,154,RETURNED,GIFTCARD,39.5,1,97704EC4D199CA70A7E7B52AC2E487131657F80EA7DDBF65DB0,2018-01-12,04:33:47.636Z
305,592,544,SHIPPING,GIFTCARD,19.61,0,,,
306,312,333,PENDING,CASH,,0,,,
307,548,400,OPEN,CASH,,0,,,
308,798,123,OPEN,CHECK,,0,,,
309,462,582,COMPLETE,CREDITCARD,13.62,1,62764DB359C812D4A5E5A87A7620ACA9251B041CD8F61BFBF6C828B3FBE691C36CB,2018-04-28,05:20:51.326Z
310,374,520,SHIPPING,CREDITCARD,29.7,0,,,
311,392,385,RETURNED,CASH,35.85,1,201329AA03E028986F235BD51FB9A21B28492F25BE18A,2018-08-01,10:41:03.355Z
312,509,291,PENDING,CREDITCARD,,0,,,
313,577,823,CANCELLED,CREDITCARD,,0,,,
314,877,819,PENDING,CHECK,,0,,,
315,709,540,PENDING,CASH,,0,,,
316,342,304,PENDING,CHECK,,0,,,
317,805,410,COMPLETE,CREDITCARD,23.3,1,43265C62C7F583E61C55F8FD69313F910D52470B1D0011C2DBA14048AC180250980,2018-08-25,22:19:39.777Z
318,94,985,SHIPPING,GIFTCARD,64.13,0,,,
319,711,740,SHIPPING,CREDITCARD,6.39,0,,,
320,94,226,RETURNED,CASH,77.9,1,,2018-10-02,14:52:49.108Z
321,526,358,SHIPPING,GIFTCARD,66.6,0,,,
322,851,177,PENDING,CREDITCARD,,0,,,
323,892,440,RETURNED,GIFTCARD,4.97,1,59322D7E1574C7427E837B54A4650DE7B6B8196CB0BEF87BF0E27D2309F17,2018-05-21,19:51:44.440Z
324,65,601,OPEN,CHECK,,0,,,
325,642,904,PENDING,CASH,,0,,,
326,400,254,PENDING,GIFTCARD,,0,,,
327,523,523,SHIPPING,CREDITCARD,57.12,0,,,
328,618,124,SHIPPING,CREDITCARD,41.69,0,,,
329,684,979,SHIPPING,CHECK,26.85,0,,,
330,939,224,OPEN,CHECK,,0,,,
331,216,201,OPEN,GIFTCARD,,0,,,
332,740,412,RETURNED,CHECK,53.89,1,190789CA7FE95A8A99789DFBE82529A088C5A6E0914D1270ADCAB,2018-05-25,08:22:06.753Z
333,486,574,SHIPPING,CHECK,6.52,0,,,
334,525,83,RETURNED,GIFTCARD,81.99,1,14123A64868C4675F0522B32CD5F41CEEA4F2012988A01469B0CF1358265AB0,2018-09-03,19:09:14.575Z
335,311,255,RETURNED,GIFTCARD,74.54,1,35742CBC76BDFA8F31E28D794232CDE8141B97001047EA30D9328,2018-03-14,08:02:24.910Z
336,133,445,COMPLETE,CREDITCARD,96.73,1,8302954C3916A9E7A0799DC0B97CF6696316AC16A52CE4F7197432E038415,2018-09-18,07:23:16.137Z
337,838,276,CANCELLED,CHECK,,0,,,
338,505,270,COMPLETE,CREDITCARD,71.01,1,10111BC20760253469F3480CC6A0B992BAF1C31B95A012E,2017-02-25,03:53:09.882Z
339,935,210,OPEN,GIFTCARD,,0,,,
340,494,817,OPEN,CHECK,,0,,,
341,240,577,SHIPPING,CASH,2.19,0,,,
342,481,281,COMPLETE,GIFTCARD,54.44,1,827830F0937EDAC3394437FDC7ECACC7D31081CD4DD7E7686,2017-01-17,02:07:06.613Z
343,968,85,OPEN,CREDITCARD,,0,,,
344,492,142,OPEN,GIFTCARD,,0,,,
345,730,561,PENDING,CREDITCARD,,0,,,
346,230,599,OPEN,CHECK,,0,,,
347,876,481,SHIPPING,GIFTCARD,48.53,0,,,
348,471,650,COMPLETE,CREDITCARD,70.05,1,2885244B6B429527DFBA911A8700E59F79986D5B3ABD871D46EA4CD,2018-07-26,17:50:20.577Z
349,251,554,OPEN,CASH,,0,,,
